time,T0,T1,T2,T3,H0
374.548096,41.02,28.52,28.16,28.98,55.0
375.567472,41.9,28.52,28.25,28.98,44.0
376.58654,41.37,28.43,28.25,29.07,49.0
377.601928,40.84,28.61,28.07,29.07,54.0
378.619476,41.37,28.61,28.07,28.8,56.0
379.63824,41.72,28.71,28.16,28.98,43.0
380.652424,40.48,28.61,28.16,29.07,56.0
381.6707,40.66,28.61,28.16,29.07,54.0
382.688824,41.37,28.52,28.16,29.07,49.0
383.703688,41.02,28.52,28.16,28.98,55.0
384.723024,41.37,28.52,28.07,29.07,52.0
385.739616,41.55,28.52,28.16,29.07,48.0
386.756568,40.66,28.61,28.16,28.98,56.0
387.775264,41.37,28.52,28.25,29.07,47.0
388.791424,41.37,28.52,28.16,28.98,52.0
389.808496,40.12,28.52,28.16,29.07,62.0
390.82612,40.48,28.43,28.25,29.07,58.0
391.845832,41.19,28.61,28.16,29.16,46.0
392.860848,39.76,28.43,28.16,29.16,66.0
393.87656,41.02,28.71,28.16,29.07,48.0
394.893076,42.42,28.52,28.16,29.34,32.0
395.91296,41.55,28.52,28.16,29.07,48.0
396.929952,41.19,28.52,28.16,29.07,51.0
397.944196,41.55,28.61,28.16,29.07,45.0
398.960492,41.37,28.61,28.16,29.07,47.0
399.973512,41.02,28.61,28.43,28.98,46.0
400.993516,41.55,28.61,28.16,29.07,45.0
402.009904,40.66,28.52,28.07,29.07,59.0
403.03008,40.66,28.71,28.16,29.07,52.0
404.04854,40.48,28.61,28.16,29.07,56.0
405.06684,41.19,28.8,28.07,28.98,49.0
406.085152,40.84,28.61,28.16,29.07,52.0
407.10346,41.37,28.52,28.07,28.98,54.0
408.121164,41.02,28.52,28.07,28.98,58.0
409.141792,41.55,28.61,28.16,28.98,48.0
410.158248,41.37,28.61,28.16,28.98,50.0
411.173992,41.19,28.52,28.25,29.43,39.0
412.192156,41.02,28.52,28.16,29.07,53.0
413.209516,41.37,28.61,28.07,29.07,50.0
414.224868,40.66,28.61,28.07,29.16,54.0
415.243004,39.94,28.43,28.16,29.16,64.0
416.258836,41.37,28.61,28.16,28.98,50.0
417.274592,40.66,28.61,28.16,29.07,54.0
418.292708,41.02,28.61,28.16,29.07,51.0
419.3084,40.48,28.61,28.16,28.89,61.0
420.325668,40.48,28.61,28.07,29.07,59.0
421.343604,40.84,28.43,28.16,29.07,58.0
422.362176,41.37,28.71,28.43,28.98,40.0
